Shipment_ID,Tracking_Code,Carrier_Name,Origin_Facility,Destination_Facility,Cargo_Type,Cargo_Value_USD,Route_Distance_KM,Route_Type,Ambient_Avg_Temp_C,Ambient_Peak_Temp_C,Reefer_Set_Point_C,Reefer_Internal_Temp_C,Reefer_Max_Internal_Temp_C,Compressor_Age_Years,Compressor_Run_Hours,Compressor_Vibration_RMS,Door_Open_Events,Door_Open_Total_Mins,Insulation_Seal_Score,Thermal_Excursion_Minutes,Mean_Kinetic_Temp_C,Quality_Degradation_Score,Spoilage_Flag,Predicted_Spoilage_Risk,Risk_Category,Prescriptive_Action
SHP-1617,AB-REEFER-8617,ColdFleet Express,Punjab Regional Cold Hub,Delhi NCR Mega Fulfillment,Fresh Dairy & Perishables,19732.16,511,Mid Haul,36.79,39.62,2.5,3.79,7.4,5.2,10.94,0.61,3,18,94.8,76,5.16,40.55,0,0.0103,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1618,AB-REEFER-8618,ArcticLogistics Global,Haryana Bottling Facility,Goa Coastal Transit Hub,Pharma Biologics & Vaccines,215553.51,498,Mid Haul,31.11,35.77,4.0,5.09,13.12,0.9,8.09,0.199,8,93,82.0,147,8.14,99.29,1,0.9852,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-1619,AB-REEFER-8619,ThermoHaul Freight,Maharashtra Distribution Center,Goa Coastal Transit Hub,Pharma Biologics & Vaccines,255218.25,455,Mid Haul,36.01,38.52,4.0,7.6,18.24,3.3,6.35,0.183,12,156,72.4,194,11.64,100.0,1,0.981,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-1620,AB-REEFER-8620,ArcticLogistics Global,Haryana Bottling Facility,Mumbai Urban Distribution Center,Fresh Dairy & Perishables,12263.56,941,Long Haul,38.91,42.09,2.5,4.71,11.68,2.8,12.74,0.449,8,88,65.1,111,7.36,100.0,1,0.9829,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-1621,AB-REEFER-8621,ArcticLogistics Global,Haryana Bottling Facility,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,26167.03,444,Mid Haul,29.23,33.5,3.5,5.15,11.55,1.7,8.45,0.84,8,67,70.1,76,7.58,34.44,0,0.0372,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1622,AB-REEFER-8622,ArcticLogistics Global,Punjab Regional Cold Hub,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,38766.43,692,Long Haul,27.91,30.58,3.5,4.51,10.12,6.9,10.41,0.278,5,69,95.0,75,6.64,18.85,0,0.005,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1623,AB-REEFER-8623,ColdFleet Express,Punjab Regional Cold Hub,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,26017.53,604,Mid Haul,38.96,43.33,3.5,5.32,12.67,6.1,11.25,0.415,8,101,72.4,122,8.11,54.02,1,0.9589,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-1624,AB-REEFER-8624,ColdFleet Express,Maharashtra Distribution Center,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,47336.18,792,Long Haul,33.51,40.16,3.5,3.96,9.63,6.8,14.17,0.389,3,35,93.9,37,6.11,8.31,0,0.0019,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1625,AB-REEFER-8625,ArcticLogistics Global,Gujarat BioPharma Park,Hyderabad Metro Depot,Frozen Foods & Confectionery,39955.78,593,Mid Haul,40.21,46.83,-20.0,-18.18,-12.31,3.5,15.81,0.496,5,41,90.0,63,-15.95,46.98,0,0.0149,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1626,AB-REEFER-8626,ThermoHaul Freight,Punjab Regional Cold Hub,Delhi NCR Mega Fulfillment,Fresh Dairy & Perishables,20274.69,468,Mid Haul,30.87,34.64,2.5,2.22,5.41,0.9,6.69,0.863,1,9,66.6,0,3.43,16.34,0,0.0075,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1627,AB-REEFER-8627,PolarTrans Logistics,Maharashtra Distribution Center,Goa Coastal Transit Hub,Fresh Dairy & Perishables,28009.86,951,Long Haul,32.3,39.04,2.5,4.56,7.8,7.9,16.38,0.885,1,7,69.0,156,5.79,49.45,0,0.0899,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1628,AB-REEFER-8628,ThermoHaul Freight,AB InBev Brewery - Bengaluru Hub,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,37081.64,1201,Cross-Country,26.82,30.43,3.5,5.08,9.85,2.5,20.93,0.877,5,23,81.1,61,6.89,26.93,0,0.0059,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1629,AB-REEFER-8629,PolarTrans Logistics,Maharashtra Distribution Center,Mumbai Urban Distribution Center,Frozen Foods & Confectionery,33100.48,422,Mid Haul,33.1,37.05,-20.0,-18.2,-13.17,3.8,9.81,0.26,3,32,72.4,45,-16.29,10.23,0,0.002,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1630,AB-REEFER-8630,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,43758.14,510,Mid Haul,30.04,33.1,3.5,4.52,8.39,4.9,13.75,0.18,2,24,90.0,28,5.99,4.87,0,0.0016,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1631,AB-REEFER-8631,ColdFleet Express,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,38870.44,475,Mid Haul,30.46,34.9,3.5,5.02,12.74,7.8,8.13,0.363,12,72,69.1,102,7.95,55.73,1,0.9113,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-1632,AB-REEFER-8632,ThermoHaul Freight,Haryana Bottling Facility,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,28193.02,525,Mid Haul,40.88,43.43,3.5,5.62,11.73,5.2,7.83,0.634,8,53,63.9,72,7.94,40.98,0,0.0702,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1633,AB-REEFER-8633,ThermoHaul Freight,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,42595.22,1150,Cross-Country,37.71,44.69,3.5,5.01,8.76,8.0,19.29,0.539,3,41,82.6,22,6.43,14.56,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1634,AB-REEFER-8634,ArcticLogistics Global,Maharashtra Distribution Center,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,50044.98,956,Long Haul,39.98,45.09,3.5,6.46,10.15,7.6,15.34,0.398,3,40,65.6,44,7.86,35.23,0,0.0021,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1635,AB-REEFER-8635,PolarTrans Logistics,Gujarat BioPharma Park,Kolkata Eastern Terminal,Pharma Biologics & Vaccines,162560.52,1045,Cross-Country,37.42,43.18,4.0,5.45,9.49,1.8,22.49,0.832,1,7,97.3,27,6.99,14.85,0,0.0018,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1636,AB-REEFER-8636,ThermoHaul Freight,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Pharma Biologics & Vaccines,140266.23,834,Long Haul,40.85,46.69,4.0,6.52,14.96,3.8,14.62,0.268,8,90,88.6,299,9.73,93.73,1,0.9922,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-1637,AB-REEFER-8637,ArcticLogistics Global,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Fresh Dairy & Perishables,16207.59,914,Long Haul,37.61,42.57,2.5,3.29,6.59,8.5,18.9,0.444,3,15,66.6,133,4.54,47.62,0,0.0599,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1638,AB-REEFER-8638,ThermoHaul Freight,Gujarat BioPharma Park,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,45922.81,926,Long Haul,33.91,38.77,3.5,4.05,6.42,5.1,20.87,0.189,2,21,79.6,0,4.95,14.01,0,0.0025,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1639,AB-REEFER-8639,ThermoHaul Freight,Maharashtra Distribution Center,Kolkata Eastern Terminal,Pharma Biologics & Vaccines,175857.02,1122,Cross-Country,29.98,34.06,4.0,4.8,7.45,6.5,22.68,0.405,2,11,74.1,0,5.81,13.07,0,0.0013,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1640,AB-REEFER-8640,ArcticLogistics Global,Punjab Regional Cold Hub,Delhi NCR Mega Fulfillment,Pharma Biologics & Vaccines,185141.48,1144,Cross-Country,36.16,41.78,4.0,5.61,8.71,1.6,25.42,0.928,2,9,68.2,22,6.79,8.91,0,0.0029,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1641,AB-REEFER-8641,PolarTrans Logistics,Gujarat BioPharma Park,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,30488.13,1024,Cross-Country,35.97,39.29,3.5,4.63,8.5,3.3,18.45,0.6,2,11,71.3,12,6.1,11.05,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1642,AB-REEFER-8642,ArcticLogistics Global,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,47080.69,1197,Cross-Country,29.38,33.31,3.5,5.26,10.93,7.5,21.2,0.422,8,48,70.3,64,7.41,30.61,0,0.0185,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1643,AB-REEFER-8643,ColdFleet Express,Punjab Regional Cold Hub,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,34241.29,483,Mid Haul,26.6,30.29,3.5,4.77,7.55,6.7,8.05,0.378,1,7,92.2,5,5.83,11.75,0,0.0013,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1644,AB-REEFER-8644,ThermoHaul Freight,Haryana Bottling Facility,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,48118.71,731,Long Haul,33.33,39.45,3.5,4.78,7.59,7.1,18.34,0.888,1,5,83.3,0,5.85,10.29,0,0.0018,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1645,AB-REEFER-8645,ColdFleet Express,Maharashtra Distribution Center,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,24732.02,273,Short Haul,28.29,34.35,3.5,4.69,10.54,0.7,7.63,0.244,3,40,81.9,67,6.91,29.85,0,0.0099,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1646,AB-REEFER-8646,ArcticLogistics Global,Haryana Bottling Facility,Delhi NCR Mega Fulfillment,Fresh Dairy & Perishables,25350.28,667,Long Haul,36.92,40.29,2.5,3.5,8.82,2.9,10.36,0.445,12,57,86.7,67,5.52,45.46,0,0.0359,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1647,AB-REEFER-8647,ColdFleet Express,Gujarat BioPharma Park,Goa Coastal Transit Hub,Pharma Biologics & Vaccines,163148.47,777,Long Haul,38.84,45.03,4.0,6.36,9.63,6.4,11.63,0.676,3,35,93.7,190,7.6,39.3,0,0.0475,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1648,AB-REEFER-8648,ThermoHaul Freight,Gujarat BioPharma Park,Kolkata Eastern Terminal,Fresh Dairy & Perishables,12984.0,807,Long Haul,32.25,39.16,2.5,4.82,13.26,1.8,15.85,0.454,16,104,82.8,143,8.03,100.0,1,0.9914,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-1649,AB-REEFER-8649,ArcticLogistics Global,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,270732.51,578,Mid Haul,40.31,45.38,4.0,6.8,8.8,5.7,15.05,0.725,1,13,75.3,34,7.56,8.79,0,0.0027,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1650,AB-REEFER-8650,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Delhi NCR Mega Fulfillment,Fresh Dairy & Perishables,28470.44,662,Long Haul,29.86,36.98,2.5,5.21,10.02,7.4,17.26,0.695,5,53,72.6,228,7.04,100.0,1,0.952,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-1651,AB-REEFER-8651,ThermoHaul Freight,Maharashtra Distribution Center,Mumbai Urban Distribution Center,Frozen Foods & Confectionery,27495.4,620,Mid Haul,38.11,42.01,-20.0,-18.27,-15.64,2.2,12.58,0.641,2,15,79.4,0,-17.27,10.03,0,0.002,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1652,AB-REEFER-8652,ThermoHaul Freight,Haryana Bottling Facility,Hyderabad Metro Depot,Fresh Dairy & Perishables,27316.14,638,Mid Haul,41.27,45.6,2.5,3.98,10.24,1.9,11.84,0.608,5,69,96.4,122,6.36,100.0,1,0.9006,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-1653,AB-REEFER-8653,PolarTrans Logistics,Maharashtra Distribution Center,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,38956.3,755,Long Haul,30.97,36.51,3.5,3.73,6.62,3.4,18.19,0.416,1,10,94.9,0,4.83,6.93,0,0.0013,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1654,AB-REEFER-8654,ThermoHaul Freight,Maharashtra Distribution Center,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,37493.34,1124,Cross-Country,33.36,38.03,3.5,4.42,8.2,6.0,19.34,0.858,1,9,77.9,45,5.86,33.27,0,0.0018,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1655,AB-REEFER-8655,PolarTrans Logistics,Punjab Regional Cold Hub,Hyderabad Metro Depot,Fresh Dairy & Perishables,29586.71,388,Mid Haul,27.0,33.24,2.5,4.13,6.82,3.6,5.87,0.889,1,6,90.4,49,5.15,8.59,0,0.0038,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1656,AB-REEFER-8656,PolarTrans Logistics,Gujarat BioPharma Park,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,28202.06,454,Mid Haul,32.35,39.15,3.5,4.19,7.45,1.0,11.66,0.274,1,10,85.3,0,5.43,6.65,0,0.0018,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1657,AB-REEFER-8657,ColdFleet Express,Punjab Regional Cold Hub,Delhi NCR Mega Fulfillment,Fresh Dairy & Perishables,25984.08,652,Long Haul,37.04,42.81,2.5,3.44,9.56,5.2,13.36,0.38,5,47,96.0,157,5.77,42.12,0,0.0575,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1658,AB-REEFER-8658,ColdFleet Express,Haryana Bottling Facility,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,45400.9,730,Long Haul,27.19,31.28,3.5,5.71,8.67,3.1,15.47,0.398,2,22,78.4,27,6.83,12.88,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1659,AB-REEFER-8659,PolarTrans Logistics,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,40078.97,274,Short Haul,41.97,44.97,3.5,4.64,8.6,7.1,6.85,0.675,1,7,95.4,68,6.14,23.58,0,0.0183,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1660,AB-REEFER-8660,ArcticLogistics Global,Haryana Bottling Facility,Hyderabad Metro Depot,Fresh Dairy & Perishables,15293.08,600,Mid Haul,39.4,43.3,2.5,4.57,10.99,0.9,14.61,0.647,5,58,71.6,151,7.01,100.0,1,0.978,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-1661,AB-REEFER-8661,ArcticLogistics Global,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,30921.93,185,Short Haul,33.58,36.62,3.5,4.85,9.37,1.5,4.01,0.822,3,23,82.2,48,6.57,28.33,0,0.002,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1662,AB-REEFER-8662,ArcticLogistics Global,Gujarat BioPharma Park,Delhi NCR Mega Fulfillment,Fresh Dairy & Perishables,24855.18,317,Mid Haul,31.27,38.5,2.5,2.94,5.92,4.5,5.84,0.441,2,25,81.0,49,4.07,7.06,0,0.003,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1663,AB-REEFER-8663,ColdFleet Express,Gujarat BioPharma Park,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,35599.88,624,Mid Haul,38.56,41.53,3.5,4.78,8.37,7.6,13.04,0.946,1,5,81.2,20,6.14,11.34,0,0.002,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1664,AB-REEFER-8664,PolarTrans Logistics,Punjab Regional Cold Hub,Hyderabad Metro Depot,Frozen Foods & Confectionery,28138.99,619,Mid Haul,33.88,39.06,-20.0,-19.64,-17.81,0.7,11.19,0.789,1,4,92.2,0,-18.94,6.45,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1665,AB-REEFER-8665,ThermoHaul Freight,Haryana Bottling Facility,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,44818.74,1309,Cross-Country,31.98,35.26,3.5,5.5,9.0,1.2,29.94,0.699,3,41,75.5,66,6.83,30.93,0,0.0083,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1666,AB-REEFER-8666,ArcticLogistics Global,Punjab Regional Cold Hub,Delhi NCR Mega Fulfillment,Pharma Biologics & Vaccines,192128.69,559,Mid Haul,35.8,39.05,4.0,5.42,8.09,3.8,11.13,0.25,1,7,67.9,15,6.43,10.46,0,0.0018,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1667,AB-REEFER-8667,ColdFleet Express,Gujarat BioPharma Park,Delhi NCR Mega Fulfillment,Fresh Dairy & Perishables,13024.31,451,Mid Haul,27.77,32.93,2.5,2.91,8.54,0.8,9.21,0.685,3,35,79.3,55,5.05,7.98,0,0.0053,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1668,AB-REEFER-8668,PolarTrans Logistics,Maharashtra Distribution Center,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,48923.84,344,Mid Haul,27.27,31.51,3.5,4.94,7.26,5.4,5.57,0.795,1,12,98.0,0,5.82,6.94,0,0.0019,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1669,AB-REEFER-8669,PolarTrans Logistics,Punjab Regional Cold Hub,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,31794.71,503,Mid Haul,35.49,42.58,3.5,6.03,10.74,0.6,11.73,0.496,5,30,88.6,114,7.82,41.86,0,0.0911,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1670,AB-REEFER-8670,ColdFleet Express,Haryana Bottling Facility,Mumbai Urban Distribution Center,Fresh Dairy & Perishables,24624.96,635,Mid Haul,31.97,38.04,2.5,3.92,9.73,5.9,13.71,0.258,3,40,73.1,162,6.13,44.05,0,0.6042,Moderate Risk (Monitor),WARNING: Schedule Reefer Compressor Inspection & Door Seal Re-calibration at Hub
SHP-1671,AB-REEFER-8671,ColdFleet Express,Punjab Regional Cold Hub,Kolkata Eastern Terminal,Frozen Foods & Confectionery,36939.65,927,Long Haul,33.96,39.09,-20.0,-17.51,-13.35,6.1,17.55,0.946,3,38,67.5,23,-15.93,15.9,0,0.007,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1672,AB-REEFER-8672,ColdFleet Express,Punjab Regional Cold Hub,Delhi NCR Mega Fulfillment,Frozen Foods & Confectionery,29259.28,118,Short Haul,40.78,47.6,-20.0,-18.17,-11.66,0.7,1.85,0.788,5,67,73.4,71,-15.7,49.15,0,0.2021,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1673,AB-REEFER-8673,ThermoHaul Freight,Maharashtra Distribution Center,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,35431.99,870,Long Haul,37.31,41.42,3.5,4.38,9.59,7.3,19.67,0.241,5,50,81.0,58,6.36,25.52,0,0.0025,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1674,AB-REEFER-8674,ColdFleet Express,AB InBev Brewery - Bengaluru Hub,Mumbai Urban Distribution Center,Fresh Dairy & Perishables,22729.62,363,Mid Haul,33.68,37.8,2.5,4.13,10.37,7.8,7.91,0.231,8,65,76.6,87,6.5,100.0,1,0.8378,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-1675,AB-REEFER-8675,ColdFleet Express,Haryana Bottling Facility,Mumbai Urban Distribution Center,Frozen Foods & Confectionery,36004.54,411,Mid Haul,31.56,36.71,-20.0,-18.64,-15.41,5.4,8.37,0.69,3,31,64.5,0,-17.41,9.32,0,0.006,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1676,AB-REEFER-8676,ArcticLogistics Global,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Frozen Foods & Confectionery,27257.23,505,Mid Haul,26.52,33.47,-20.0,-18.76,-14.5,4.9,10.98,0.937,2,16,83.9,0,-17.14,12.58,0,0.0021,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1677,AB-REEFER-8677,ColdFleet Express,Gujarat BioPharma Park,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,40800.7,412,Mid Haul,41.86,48.82,3.5,5.64,11.27,5.2,9.46,0.601,12,76,77.5,76,7.78,30.95,0,0.021,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1678,AB-REEFER-8678,ColdFleet Express,AB InBev Brewery - Bengaluru Hub,Kolkata Eastern Terminal,Pharma Biologics & Vaccines,248707.78,403,Mid Haul,32.48,35.22,4.0,5.92,12.44,8.2,10.31,0.412,5,63,92.8,82,8.4,94.19,1,0.8639,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-1679,AB-REEFER-8679,ArcticLogistics Global,Haryana Bottling Facility,Goa Coastal Transit Hub,Frozen Foods & Confectionery,31681.67,583,Mid Haul,35.17,40.54,-20.0,-19.05,-15.75,2.5,12.5,0.479,1,4,85.3,0,-17.8,8.05,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1680,AB-REEFER-8680,PolarTrans Logistics,Maharashtra Distribution Center,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,33343.25,851,Long Haul,41.18,45.78,3.5,5.16,9.69,7.0,17.01,0.639,3,40,98.9,48,6.88,29.25,0,0.002,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1681,AB-REEFER-8681,PolarTrans Logistics,AB InBev Brewery - Bengaluru Hub,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,50836.61,1095,Cross-Country,37.74,44.52,3.5,5.17,11.44,5.4,23.66,0.353,5,67,66.1,86,7.55,42.84,0,0.0766,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1682,AB-REEFER-8682,PolarTrans Logistics,Haryana Bottling Facility,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,159948.54,631,Mid Haul,32.57,38.98,4.0,6.5,10.66,0.6,9.38,0.229,8,43,77.1,75,8.08,47.36,0,0.0318,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1683,AB-REEFER-8683,ColdFleet Express,Punjab Regional Cold Hub,Kolkata Eastern Terminal,Frozen Foods & Confectionery,29190.33,1086,Cross-Country,36.91,42.5,-20.0,-18.27,-3.82,3.0,22.12,0.348,16,202,90.0,240,-12.78,100.0,1,0.9775,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-1684,AB-REEFER-8684,PolarTrans Logistics,Haryana Bottling Facility,Hyderabad Metro Depot,Pharma Biologics & Vaccines,137659.57,360,Mid Haul,36.92,41.35,4.0,4.62,6.93,5.6,7.09,0.371,1,8,81.3,0,5.5,9.19,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1685,AB-REEFER-8685,ColdFleet Express,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,26177.87,1192,Cross-Country,26.7,29.25,3.5,5.4,8.86,6.7,29.33,0.463,5,22,67.4,26,6.71,4.92,0,0.0013,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1686,AB-REEFER-8686,PolarTrans Logistics,Haryana Bottling Facility,Kolkata Eastern Terminal,Frozen Foods & Confectionery,23992.01,560,Mid Haul,39.69,45.03,-20.0,-18.69,-15.45,1.2,9.67,0.5,1,13,74.5,0,-17.46,12.24,0,0.0018,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
